Sample in Buffer,Sample in Window,TRIGGER,data_interface_chs_ctrl_inst/read_flag,data_interface_chs_ctrl_inst/ad_data1_en_c1r1_1,data_interface_chs_ctrl_inst/ad_data1_c1r1_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r2_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r3_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r4_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r5_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r6_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r7_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r8_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r8[30:19],data_interface_chs_ctrl_inst/calibrate_pulse_2,data_interface_chs_ctrl_inst/refresh_pulse_2,data_interface_chs_ctrl_inst/check_cnt_2[27:0],data_interface_chs_ctrl_inst/ad_data1_c3r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r8[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r8[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r8[30:19],data_interface_chs_ctrl_inst/addata1_cnt[16:0]
635,635,0,1,1,-56,50,13,-63,-73,56,-50,2,-7,5,25,19,-20,3,25,-64,0,0,0,29,11,-71,31,-40,-21,19,-62,-58,57,-44,58,76,-43,60,-86,0,0,0,0,0,0,0,0,014cc
636,636,0,1,1,-44,48,11,-75,-86,70,-52,4,-13,4,39,27,-34,-9,28,-69,0,0,0,28,17,-58,42,-43,5,19,-41,-63,63,-42,52,69,-73,49,-95,0,0,0,0,0,0,0,0,014cd
637,637,0,1,1,-66,51,6,-70,-75,73,-52,-1,-22,0,35,18,-40,-2,26,-51,0,0,0,24,6,-54,47,-47,-10,9,-54,-64,59,-39,76,61,-67,61,-105,0,0,0,0,0,0,0,0,014ce
638,638,0,1,1,-69,59,7,-74,-96,83,-53,9,-22,3,47,15,-47,3,16,-69,0,0,0,33,16,-72,52,-53,6,9,-54,-53,61,-39,57,83,-45,71,-86,0,0,0,0,0,0,0,0,014cf
639,639,0,1,1,-67,34,7,-68,-72,64,-49,1,-21,0,28,31,-33,-9,27,-68,0,0,0,43,18,-55,34,-40,8,24,-40,-62,75,-42,76,74,-82,58,-112,0,0,0,0,0,0,0,0,014d0
640,640,0,1,1,-92,45,16,-74,-67,69,-42,3,-17,1,32,29,-30,-3,25,-62,0,0,0,16,13,-52,54,-35,-2,19,-49,-53,56,-56,68,64,-61,57,-91,0,0,0,0,0,0,0,0,014d1
641,641,0,1,1,-65,43,18,-71,-88,84,-51,6,-1,5,30,29,-50,-4,18,-68,0,0,0,25,19,-47,46,-32,15,26,-34,-46,69,-32,64,71,-61,67,-102,0,0,0,0,0,0,0,0,014d2
642,642,0,1,1,3,0,-7,-8,-3,12,6,1,-2,1,-8,8,-6,-7,-2,2,0,0,0,-1,-2,2,-4,-8,10,-4,1,-53,56,-31,74,56,-71,59,-114,0,0,0,0,0,0,0,0,014d3
643,643,0,1,1,71,-44,-25,64,80,-70,67,-4,22,-5,-35,-32,39,4,-28,68,0,0,0,-41,-22,64,-48,37,-4,-26,44,7,-4,-3,-9,-9,-3,3,-7,0,0,0,0,0,0,0,0,014d4
644,644,0,1,1,93,-47,-4,82,78,-80,48,-10,24,-7,-36,-26,47,-6,-28,73,0,0,0,-24,-20,60,-61,32,2,-22,42,52,-46,54,-70,-93,58,-74,88,0,0,0,0,0,0,0,0,014d5
645,645,0,1,1,71,-42,-8,76,79,-74,59,-8,5,-8,-30,-28,31,-1,-26,64,0,0,0,-42,-16,57,-41,34,-3,-20,51,36,-75,25,-79,-72,56,-67,107,0,0,0,0,0,0,0,0,014d6
646,646,0,1,1,-4,-11,-6,3,11,2,14,-2,11,0,3,-13,-2,5,-7,-5,0,0,0,17,-4,-4,-2,5,-8,5,8,48,-63,43,-69,-63,70,-48,92,0,0,0,0,0,0,0,0,014d7
647,647,0,1,1,-74,54,15,-80,-87,84,-56,7,-25,3,61,37,-38,-10,13,-79,0,0,0,50,13,-67,50,-47,0,21,-54,17,15,13,11,-6,3,-10,-14,0,0,0,0,0,0,0,0,014d8
648,648,0,1,1,-81,53,2,-74,-86,64,-44,5,-23,1,40,17,-42,-1,17,-69,0,0,0,13,11,-67,56,-35,-9,23,-45,-54,76,-51,64,86,-68,67,-97,0,0,0,0,0,0,0,0,014d9
649,649,0,1,1,-65,40,5,-66,-85,56,-48,6,-23,4,33,20,-25,-3,17,-57,0,0,0,20,8,-63,42,-42,-8,11,-49,-51,67,-27,59,67,-43,70,-86,0,0,0,0,0,0,0,0,014da
650,650,0,1,1,-1,2,-1,-6,-13,-6,-9,-2,-17,-4,2,6,0,9,7,3,0,0,0,-10,2,7,-2,-11,-10,-7,-4,-49,59,-28,57,64,-62,47,-91,0,0,0,0,0,0,0,0,014db
651,651,0,1,1,62,-58,-11,78,91,-89,54,-9,21,-5,-49,-31,43,11,-27,82,0,0,0,-32,-15,56,-40,48,5,-30,55,-2,2,1,4,3,-11,0,-2,0,0,0,0,0,0,0,0,014dc
652,652,0,1,1,70,-55,6,81,84,-81,50,-1,6,-6,-31,-15,27,1,-25,76,0,0,0,-39,-14,56,-43,46,-1,-24,42,69,-78,36,-73,-73,68,-75,104,0,0,0,0,0,0,0,0,014dd
653,653,0,1,1,53,-49,-10,67,79,-76,44,-9,24,-8,-38,-14,24,11,-15,66,0,0,0,-34,-15,55,-45,38,-3,-19,42,47,-76,30,-64,-69,57,-72,100,0,0,0,0,0,0,0,0,014de
654,654,0,1,1,39,-50,-15,72,81,-80,59,-7,12,-2,-38,-10,43,-5,-28,61,0,0,0,-17,-12,58,-51,36,3,-11,40,38,-66,34,-53,-62,59,-48,103,0,0,0,0,0,0,0,0,014df
655,655,0,1,1,72,-47,-14,63,69,-75,52,-7,21,-5,-39,-19,36,-5,-17,60,0,0,0,-33,-14,65,-59,40,-11,-7,40,57,-68,37,-70,-59,68,-64,102,0,0,0,0,0,0,0,0,1.40E+01
656,656,0,1,1,75,-63,-22,69,76,-75,51,-10,35,-5,-50,-20,42,-11,-22,56,0,0,0,-43,-21,57,-52,45,3,-21,61,51,-64,35,-59,-70,59,-72,93,0,0,0,0,0,0,0,0,1.40E+02
657,657,0,1,1,56,-46,1,69,80,-74,55,-7,6,-3,-42,-16,41,-13,-27,59,0,0,0,-43,-15,49,-58,41,-7,-11,34,70,-67,36,-72,-74,57,-63,109,0,0,0,0,0,0,0,0,1.40E+03
658,658,0,1,1,64,-48,-8,74,79,-77,43,-9,10,-5,-37,-32,38,-5,-22,61,0,0,0,-42,-19,56,-51,46,1,-18,51,62,-60,42,-71,-68,62,-64,102,0,0,0,0,0,0,0,0,1.40E+04
659,659,0,1,1,58,-51,-17,70,84,-71,49,-5,-3,-3,-31,-20,31,-2,-21,51,0,0,0,-30,-24,46,-50,42,2,-26,49,59,-66,39,-62,-86,56,-76,94,0,0,0,0,0,0,0,0,1.40E+05
660,660,0,1,1,-2,10,7,-22,5,-4,0,-1,7,1,7,10,-1,-4,-4,-6,0,0,0,16,8,-23,-9,6,-12,1,-19,70,-60,35,-64,-62,57,-56,92,0,0,0,0,0,0,0,0,1.40E+06
661,661,0,1,1,-72,37,18,-82,-87,64,-55,5,0,4,33,30,-35,-8,19,-84,0,0,0,31,17,-76,53,-36,-1,30,-49,-20,9,-17,8,23,5,8,-5,0,0,0,0,0,0,0,0,1.40E+07
662,662,0,1,1,-4,7,5,-18,-16,13,-13,-1,2,1,-13,3,5,7,7,-14,0,0,0,-7,-7,-8,-1,-11,-9,9,-16,-61,60,-52,66,60,-68,53,-94,0,0,0,0,0,0,0,0,1.40E+08
663,663,0,1,1,84,-41,-12,76,86,-84,51,-5,16,-4,-41,-36,47,6,-18,65,0,0,0,-37,-12,74,-46,39,-9,-25,49,-2,-8,0,0,-6,-5,-8,0,0,0,0,0,0,0,0,0,1.40E+09
664,664,0,1,1,74,-48,-9,76,91,-85,61,-7,5,-5,-40,-30,31,-2,-26,65,0,0,0,-41,-28,53,-47,40,-3,-19,42,53,-76,39,-87,-72,64,-69,104,0,0,0,0,0,0,0,0,1.40E+10
665,665,0,1,1,68,-43,-7,75,65,-68,41,-7,-1,-9,-35,-16,31,-4,-19,64,0,0,0,-40,-21,54,-50,43,11,-17,42,60,-65,40,-69,-64,60,-60,99,0,0,0,0,0,0,0,0,014ea
666,666,0,1,1,83,-47,-14,79,71,-81,43,-5,6,-8,-30,-32,34,1,-16,65,0,0,0,-34,-20,66,-49,46,10,-25,57,44,-75,28,-53,-70,58,-60,96,0,0,0,0,0,0,0,0,014eb
667,667,0,1,1,62,-43,-15,57,79,-76,48,-4,12,-5,-37,-24,37,-3,-28,54,0,0,0,-23,-28,42,-55,40,-2,-14,38,54,-65,42,-77,-75,60,-69,95,0,0,0,0,0,0,0,0,014ec
668,668,0,1,1,54,-53,-14,71,83,-72,56,-3,25,-3,-32,-12,37,-6,-20,53,0,0,0,-33,-15,68,-43,51,0,-9,40,54,-53,24,-62,-61,55,-65,88,0,0,0,0,0,0,0,0,014ed
669,669,0,1,1,68,-51,-6,56,73,-64,50,-8,40,-2,-34,-35,43,1,-25,56,0,0,0,-29,2,56,-49,42,-9,-22,32,43,-70,37,-57,-71,58,-56,102,0,0,0,0,0,0,0,0,014ee
670,670,0,1,1,6,-11,13,0,-11,-3,-4,1,15,-3,-9,4,12,-4,0,-16,0,0,0,1,18,-11,-6,-3,1,-8,-11,33,-61,35,-60,-72,70,-57,95,0,0,0,0,0,0,0,0,014ef
671,671,0,1,1,-49,46,17,-68,-89,73,-58,1,0,4,27,27,-39,1,39,-60,0,0,0,29,25,-59,39,-37,-2,20,-60,-8,-3,-18,19,6,-8,6,1,0,0,0,0,0,0,0,0,014f0
672,672,0,1,1,9,6,5,1,-7,1,-9,1,-20,-3,-2,-14,0,10,6,11,0,0,0,-6,-5,-6,-18,-2,-8,-7,-9,-77,54,-48,75,65,-68,68,-83,0,0,0,0,0,0,0,0,014f1
673,673,0,1,1,69,-49,-13,91,99,-92,56,-5,6,-11,-39,-15,43,-5,-32,67,0,0,0,-38,-36,70,-46,46,11,-19,56,-3,-12,-14,-16,-11,7,-18,5,0,0,0,0,0,0,0,0,014f2
674,674,0,1,1,-3,3,1,10,19,0,1,-6,-5,1,-2,-8,-2,-7,-4,-2,0,0,0,9,11,-10,-10,13,-3,-5,-6,86,-69,59,-78,-78,72,-66,114,0,0,0,0,0,0,0,0,014f3
675,675,0,1,1,-73,39,19,-74,-84,74,-61,10,-35,4,41,16,-42,-2,44,-63,0,0,0,30,26,-74,41,-42,-2,8,-43,-5,6,-18,-4,8,6,15,7,0,0,0,0,0,0,0,0,014f4
676,676,0,1,1,-69,43,6,-84,-89,65,-61,-2,1,1,38,27,-31,-6,33,-66,0,0,0,25,4,-48,45,-42,-4,15,-54,-56,67,-43,69,74,-91,61,-110,0,0,0,0,0,0,0,0,014f5
677,677,0,1,1,-66,44,5,-59,-74,74,-49,4,-18,1,37,9,-25,-4,19,-68,0,0,0,34,10,-62,34,-45,-6,6,-62,-55,64,-25,69,63,-65,56,-88,0,0,0,0,0,0,0,0,014f6
678,678,0,1,1,-65,42,11,-61,-71,66,-49,4,-19,1,34,29,-36,-3,18,-63,0,0,0,27,1,-59,46,-47,-4,20,-45,-57,67,-57,53,82,-55,61,-89,0,0,0,0,0,0,0,0,014f7
679,679,0,1,1,-75,47,17,-79,-77,68,-48,-1,-19,6,28,30,-45,-2,14,-69,0,0,0,23,8,-45,44,-37,-9,8,-53,-52,67,-30,56,58,-63,62,-103,0,0,0,0,0,0,0,0,014f8
680,680,0,1,1,-64,45,22,-65,-79,74,-58,8,-17,0,27,15,-35,-4,33,-66,0,0,0,29,26,-57,44,-43,-5,7,-50,-55,48,-38,63,68,-53,66,-98,0,0,0,0,0,0,0,0,014f9
681,681,0,1,1,-70,47,8,-67,-71,72,-56,1,-7,-4,18,22,-31,-1,27,-60,0,0,0,26,14,-54,41,-31,-2,25,-49,-45,64,-41,57,63,-71,61,-94,0,0,0,0,0,0,0,0,014fa
682,682,0,1,1,-82,42,9,-83,-71,84,-50,7,-18,3,36,31,-41,1,14,-60,0,0,0,27,17,-64,54,-39,12,28,-42,-58,58,-30,67,51,-69,39,-99,0,0,0,0,0,0,0,0,014fb
683,683,0,1,1,-64,43,-1,-84,-84,79,-56,2,-26,0,43,16,-41,-6,21,-60,0,0,0,28,15,-53,44,-49,-10,20,-46,-58,56,-49,76,76,-78,65,-102,0,0,0,0,0,0,0,0,014fc
684,684,0,1,1,6,2,-2,-8,-9,6,8,0,-9,1,-13,2,-5,3,-9,-2,0,0,0,-2,-3,15,-8,-4,0,0,-2,-55,69,-38,57,56,-68,64,-101,0,0,0,0,0,0,0,0,014fd
685,685,0,1,1,90,-53,5,90,95,-83,68,-2,14,-5,-46,-17,41,-8,-39,68,0,0,0,-44,-10,61,-55,44,5,-11,43,13,3,6,-1,-11,-9,-13,-6,0,0,0,0,0,0,0,0,014fe
686,686,0,1,1,-8,-6,-15,14,8,-3,7,0,-19,-4,14,-21,-5,-12,-8,3,0,0,0,14,-7,-3,-8,0,-3,-8,2,57,-65,30,-83,-78,67,-67,120,0,0,0,0,0,0,0,0,014ff
687,687,0,1,1,-94,52,7,-95,-105,98,-61,9,-27,2,47,34,-49,-3,17,-87,0,0,0,52,23,-74,52,-59,22,29,-31,-8,3,-6,-3,5,-3,2,-8,0,0,0,0,0,0,0,0,1500
688,688,0,1,1,-1,8,-7,-2,-16,6,4,-3,-22,-6,12,7,-11,-5,-6,-8,0,0,0,-20,-11,0,3,-2,7,9,6,-43,85,-48,79,72,-81,74,-124,0,0,0,0,0,0,0,0,1501
689,689,0,1,1,79,-49,-27,85,82,-79,61,-5,16,-6,-37,-41,39,9,-30,78,0,0,0,-27,-18,81,-48,35,-4,-20,61,-7,0,11,-12,-8,16,-1,10,0,0,0,0,0,0,0,0,1502
690,690,0,1,1,80,-58,-5,77,90,-72,62,-10,32,-2,-56,-27,56,-4,-37,65,0,0,0,-27,-6,56,-58,45,-1,-6,52,53,-67,35,-67,-82,58,-73,97,0,0,0,0,0,0,0,0,1503
691,691,0,1,1,61,-47,-4,80,89,-74,48,-6,2,-5,-13,-14,19,-4,-31,58,0,0,0,-33,-17,47,-37,43,5,-28,47,47,-72,30,-74,-77,56,-74,106,0,0,0,0,0,0,0,0,1504
692,692,0,1,1,1,3,6,5,8,-15,-19,0,20,1,-4,3,5,6,0,3,0,0,0,7,17,-8,1,-4,-8,-8,8,38,-67,40,-67,-42,83,-42,114,0,0,0,0,0,0,0,0,1505
693,693,0,1,1,-85,36,6,-76,-83,67,-42,2,-27,4,21,20,-30,-15,24,-69,0,0,0,27,5,-70,38,-34,1,28,-56,-4,2,-13,-4,11,6,7,15,0,0,0,0,0,0,0,0,1506
694,694,0,1,1,-13,1,-12,-7,-2,4,7,0,-12,-2,7,4,-12,-8,1,0,0,0,0,-20,-1,15,11,8,10,8,3,-48,50,-40,61,64,-63,53,-99,0,0,0,0,0,0,0,0,1507
695,695,0,1,1,71,-67,2,83,90,-94,52,-6,33,-5,-56,-25,61,0,-18,78,0,0,0,-50,-12,72,-56,54,-11,-16,42,18,7,12,-2,-8,14,2,-1,0,0,0,0,0,0,0,0,1508
696,696,0,1,1,6,-5,4,11,1,-5,-4,-2,8,1,-6,-7,0,-7,6,-4,0,0,0,11,1,-15,-13,-6,5,-8,-10,58,-68,48,-76,-89,64,-79,122,0,0,0,0,0,0,0,0,1509
697,697,0,1,1,-82,62,2,-94,-87,86,-65,5,-12,3,51,23,-40,-1,32,-72,0,0,0,46,24,-78,57,-44,0,17,-44,-18,-1,-16,4,8,-6,2,6,0,0,0,0,0,0,0,0,0150a
698,698,0,1,1,-82,32,15,-79,-85,61,-53,7,-13,-3,29,25,-29,11,28,-66,0,0,0,34,18,-44,44,-36,-16,17,-51,-83,74,-53,65,95,-67,74,-91,0,0,0,0,0,0,0,0,0150b
699,699,0,1,1,-40,50,12,-61,-77,66,-48,0,-7,3,16,15,-28,-2,24,-62,0,0,0,18,28,-53,37,-40,-11,22,-52,-61,57,-35,64,64,-63,57,-85,0,0,0,0,0,0,0,0,0150c
700,700,0,1,1,-70,36,12,-79,-80,67,-46,8,-22,6,25,33,-31,-1,25,-60,0,0,0,29,15,-62,37,-40,-4,25,-54,-56,62,-58,55,62,-60,54,-94,0,0,0,0,0,0,0,0,0150d
701,701,0,1,1,-79,32,2,-77,-86,69,-47,2,-5,-1,30,20,-39,1,17,-64,0,0,0,35,20,-51,38,-41,-4,15,-40,-48,70,-57,69,65,-62,61,-91,0,0,0,0,0,0,0,0,0150e
702,702,0,1,1,-64,53,15,-67,-75,77,-48,5,-1,3,29,23,-35,-4,20,-68,0,0,0,20,13,-66,58,-32,-5,20,-44,-51,65,-37,72,64,-65,59,-101,0,0,0,0,0,0,0,0,0150f
703,703,0,1,1,-74,45,9,-77,-74,71,-54,9,-7,3,31,38,-40,9,30,-62,0,0,0,25,11,-50,43,-32,-5,13,-47,-67,59,-36,60,71,-66,58,-104,0,0,0,0,0,0,0,0,1510
704,704,0,1,1,-67,36,0,-72,-81,65,-54,0,1,2,25,7,-32,-1,27,-68,0,0,0,45,34,-66,36,-39,-10,23,-42,-52,61,-41,72,71,-46,69,-99,0,0,0,0,0,0,0,0,1511
705,705,0,1,1,-52,39,9,-70,-86,77,-48,7,-11,3,10,29,-37,-13,25,-63,0,0,0,46,25,-68,32,-52,1,21,-47,-71,58,-50,64,72,-59,60,-98,0,0,0,0,0,0,0,0,1512
706,706,0,1,1,-8,0,-8,-14,-7,13,-1,-1,-10,-2,2,1,-7,7,2,3,0,0,0,-8,-10,15,-2,-9,-1,-6,7,-71,64,-45,68,65,-65,56,-99,0,0,0,0,0,0,0,0,1513
707,707,0,1,1,62,-50,-13,85,82,-79,57,-7,16,-3,-30,-34,37,7,-33,66,0,0,0,-35,-16,68,-40,40,-2,-14,47,9,8,-1,-4,13,-1,3,-14,0,0,0,0,0,0,0,0,1514
708,708,0,1,1,73,-50,-12,73,84,-72,55,-4,31,-4,-44,-28,38,-12,-33,70,0,0,0,-18,-11,70,-52,43,3,-17,52,62,-59,52,-63,-80,57,-63,97,0,0,0,0,0,0,0,0,1515
709,709,0,1,1,44,-45,-14,64,86,-68,49,-6,18,-8,-36,-36,39,-3,-28,53,0,0,0,-39,-28,66,-37,49,-7,-13,61,38,-70,37,-58,-84,64,-73,106,0,0,0,0,0,0,0,0,1516
710,710,0,1,1,-4,-5,-5,-4,2,1,4,-4,12,-5,-5,-4,7,-5,-2,-5,0,0,0,5,9,3,-11,-6,-11,-3,-8,52,-66,46,-67,-55,62,-62,82,0,0,0,0,0,0,0,0,1517
711,711,0,1,1,-81,38,6,-78,-83,75,-47,4,-4,5,35,19,-37,-12,20,-73,0,0,0,53,25,-45,41,-40,-5,24,-45,22,4,6,13,-5,-9,10,-18,0,0,0,0,0,0,0,0,1518
712,712,0,1,1,-85,43,12,-65,-86,72,-38,7,-32,-1,43,25,-35,-6,16,-77,0,0,0,13,13,-55,55,-29,-5,22,-40,-61,59,-48,69,70,-69,57,-101,0,0,0,0,0,0,0,0,1519
713,713,0,1,1,-43,31,20,-78,-84,67,-44,0,-27,1,31,20,-35,4,20,-67,0,0,0,18,12,-58,32,-46,-16,8,-58,-54,68,-25,54,72,-46,62,-97,0,0,0,0,0,0,0,0,0151a
714,714,0,1,1,7,6,-4,1,-12,-6,1,5,4,2,-10,9,-2,2,-1,1,0,0,0,11,-7,-4,-1,-12,2,-2,-9,-43,56,-47,62,67,-48,54,-86,0,0,0,0,0,0,0,0,0151b
715,715,0,1,1,67,-46,-14,78,82,-74,50,-6,1,-8,-43,-19,34,10,-24,77,0,0,0,-45,-21,54,-49,39,6,-31,40,-3,-9,-3,2,-4,-6,-7,11,0,0,0,0,0,0,0,0,0151c
716,716,0,1,1,71,-47,-3,77,102,-75,48,-9,-5,-5,-34,-16,27,2,-27,66,0,0,0,-47,-38,62,-50,46,2,-17,46,65,-70,32,-76,-83,67,-66,106,0,0,0,0,0,0,0,0,0151d
717,717,0,1,1,71,-33,-12,71,79,-70,56,-5,15,-6,-31,-9,27,-14,-21,62,0,0,0,-39,-19,58,-37,50,8,-21,43,62,-64,33,-69,-70,73,-71,98,0,0,0,0,0,0,0,0,0151e
718,718,0,1,1,68,-50,-17,81,79,-77,56,-10,6,-5,-37,-34,30,-7,-28,73,0,0,0,-58,-20,78,-50,47,1,-15,53,52,-71,41,-69,-71,58,-57,96,0,0,0,0,0,0,0,0,0151f
719,719,0,1,1,68,-35,-12,80,79,-75,51,3,14,-3,-19,-29,37,-3,-28,59,0,0,0,-32,-23,64,-52,42,0,-17,49,67,-80,33,-81,-78,60,-70,95,0,0,0,0,0,0,0,0,1520
720,720,0,1,1,73,-50,-12,54,75,-77,49,-6,18,-2,-33,-30,41,4,-24,52,0,0,0,-35,-8,45,-48,45,-13,-29,43,57,-55,42,-69,-84,59,-70,85,0,0,0,0,0,0,0,0,1521
721,721,0,1,1,58,-56,-8,80,73,-79,57,-9,5,-4,-49,-30,48,-16,-28,54,0,0,0,-36,-12,55,-48,42,-6,-16,39,45,-63,31,-74,-67,67,-54,104,0,0,0,0,0,0,0,0,1522
722,722,0,1,1,81,-46,-2,82,73,-82,44,-2,18,-7,-47,-31,48,-7,-19,68,0,0,0,-31,-3,64,-58,37,-4,-25,34,57,-67,38,-69,-62,66,-57,103,0,0,0,0,0,0,0,0,1523
723,723,0,1,1,79,-45,-12,77,82,-85,48,-7,14,-7,-37,-22,39,-5,-22,66,0,0,0,-40,-28,66,-52,41,0,-21,45,53,-81,34,-71,-78,59,-70,107,0,0,0,0,0,0,0,0,1524
724,724,0,1,1,-11,1,4,14,3,-12,5,1,-7,0,9,-2,3,-9,2,-4,0,0,0,9,-8,-3,10,4,3,-15,-17,51,-71,33,-75,-65,71,-64,111,0,0,0,0,0,0,0,0,1525
725,725,0,1,1,-68,44,12,-87,-86,64,-63,7,-21,3,36,20,-28,0,28,-61,0,0,0,20,28,-60,37,-47,-8,14,-59,4,6,2,8,2,3,9,9,0,0,0,0,0,0,0,0,1526
726,726,0,1,1,-7,2,-3,-12,-17,9,-2,3,-14,0,-2,21,2,4,0,-5,0,0,0,7,-9,-1,5,-3,0,2,-3,-56,47,-43,63,71,-70,59,-93,0,0,0,0,0,0,0,0,1527
727,727,0,1,1,56,-59,-7,67,84,-77,46,-9,1,-3,-39,-27,36,7,-18,68,0,0,0,-45,-30,59,-31,44,1,-29,46,1,-7,-9,-7,9,4,-7,-3,0,0,0,0,0,0,0,0,1528
728,728,0,1,1,68,-50,-7,68,95,-74,46,-7,22,-6,-41,-28,40,-9,-18,61,0,0,0,-46,-21,58,-52,44,5,-15,45,60,-73,33,-73,-73,69,-65,98,0,0,0,0,0,0,0,0,1529
729,729,0,1,1,63,-44,-13,61,75,-69,57,-7,21,-3,-37,-20,45,1,-18,62,0,0,0,-15,-14,55,-46,41,6,-23,40,41,-66,33,-75,-70,54,-64,95,0,0,0,0,0,0,0,0,0152a
730,730,0,1,1,56,-50,-16,58,68,-74,43,-8,13,-7,-28,-26,32,-1,-18,70,0,0,0,-27,-14,51,-45,32,1,-34,41,42,-57,34,-57,-52,63,-53,100,0,0,0,0,0,0,0,0,0152b
731,731,0,1,1,65,-40,-7,73,75,-66,41,-3,9,-4,-44,-22,26,5,-23,48,0,0,0,-25,-10,51,-45,45,0,-20,41,47,-72,40,-67,-64,52,-54,94,0,0,0,0,0,0,0,0,0152c
732,732,0,1,1,67,-61,-11,64,80,-84,57,-12,9,-7,-37,-19,36,-7,-19,55,0,0,0,-36,-16,57,-47,45,-9,-20,41,55,-65,30,-61,-69,47,-62,92,0,0,0,0,0,0,0,0,0152d
733,733,0,1,1,63,-48,-7,66,73,-70,50,-5,24,-6,-33,-24,40,-6,-18,58,0,0,0,-24,-17,47,-44,40,-11,-30,33,79,-64,43,-61,-75,69,-62,107,0,0,0,0,0,0,0,0,0152e
734,734,0,1,1,2,2,12,3,-6,-10,-3,-6,-9,2,-1,-4,13,-6,-5,-18,0,0,0,-8,3,-7,1,3,-4,10,1,54,-58,33,-64,-68,66,-54,95,0,0,0,0,0,0,0,0,0152f
735,735,0,1,1,-81,38,20,-93,-87,72,-51,2,-10,-1,48,34,-49,-13,29,-82,0,0,0,23,16,-66,44,-34,-3,16,-49,-8,7,-20,8,14,2,2,-4,0,0,0,0,0,0,0,0,1530
736,736,0,1,1,-15,-5,1,-10,-7,6,2,3,-5,0,7,3,0,10,13,1,0,0,0,-11,-5,4,10,-2,-1,6,2,-64,54,-44,64,76,-66,68,-103,0,0,0,0,0,0,0,0,1531
737,737,0,1,1,82,-57,-15,79,99,-104,52,-11,6,-5,-42,-27,47,-5,-24,76,0,0,0,-51,-20,71,-45,48,9,-18,49,20,-4,18,6,-9,6,-6,-1,0,0,0,0,0,0,0,0,1532
738,738,0,1,1,7,-3,5,6,23,-5,-7,5,30,-3,-8,-2,-6,-1,2,2,0,0,0,6,1,-7,-17,9,-8,-21,-23,83,-74,38,-79,-95,70,-84,103,0,0,0,0,0,0,0,0,1533
739,739,0,1,1,-77,47,13,-76,-89,72,-58,1,-8,2,47,25,-29,0,33,-75,0,0,0,33,16,-66,40,-56,-13,22,-48,-20,-11,-30,-21,3,3,6,5,0,0,0,0,0,0,0,0,1534
740,740,0,1,1,-77,43,6,-83,-90,65,-59,1,-6,3,25,18,-21,0,28,-69,0,0,0,38,23,-57,41,-36,5,13,-44,-45,74,-35,68,83,-58,60,-101,0,0,0,0,0,0,0,0,1535
741,741,0,1,1,-59,45,17,-63,-76,62,-53,6,-12,5,26,26,-30,1,19,-54,0,0,0,28,11,-56,37,-40,-9,13,-60,-52,52,-44,62,60,-66,52,-84,0,0,0,0,0,0,0,0,1536
742,742,0,1,1,-52,54,20,-62,-80,67,-47,6,-29,-2,35,27,-40,-4,21,-68,0,0,0,20,3,-64,41,-43,0,22,-38,-62,53,-56,50,64,-48,62,-79,0,0,0,0,0,0,0,0,1537
